taxonomy_id	species	genus	family	order	class	phylum	kingdom
2782168	Microbacterium atlanticum	Microbacterium	Microbacteriaceae	Micrococcales	Actinomycetes	Actinomycetota	Bacteria
1288636	Ornithinimicrobium flavum	Ornithinimicrobium	Ornithinimicrobiaceae	Micrococcales	Actinomycetes	Actinomycetota	Bacteria
2714935	Leucobacter viscericola	Leucobacter	Microbacteriaceae	Micrococcales	Actinomycetes	Actinomycetota	Bacteria
2886940	Arthrobacter gengyunqii	Arthrobacter	Micrococcaceae	Micrococcales	Actinomycetes	Actinomycetota	Bacteria
1535208	Barrientosiimonas endolithica	Barrientosiimonas	Dermacoccaceae	Micrococcales	Actinomycetes	Actinomycetota	Bacteria
2843216	Miltoncostaea oceani	Miltoncostaea	Miltoncostaeaceae	Miltoncostaeales	Thermoleophilia	Actinomycetota	Bacteria
2987751	Rhodococcus antarcticus	Rhodococcus	Nocardiaceae	Mycobacteriales	Actinomycetes	Actinomycetota	Bacteria
2714937	Propioniciclava coleopterorum	Propioniciclava	Propionibacteriaceae	Propionibacteriales	Actinomycetes	Actinomycetota	Bacteria
2614639	Microbacterium lushaniae	Microbacterium	Microbacteriaceae	Micrococcales	Actinomycetes	Actinomycetota	Bacteria
2662261	Raineyella fluvialis	Raineyella	Propionibacteriaceae	Propionibacteriales	Actinomycetes	Actinomycetota	Bacteria
2419771	Gryllotalpicola protaetiae	Gryllotalpicola	Microbacteriaceae	Micrococcales	Actinomycetes	Actinomycetota	Bacteria
2964609	Arthrobacter jinronghuae	Arthrobacter	Micrococcaceae	Micrococcales	Actinomycetes	Actinomycetota	Bacteria
2662028	Aeromicrobium yanjiei	Aeromicrobium	Nocardioidaceae	Propionibacteriales	Actinomycetes	Actinomycetota	Bacteria
2041	Aeromicrobium erythreum	Aeromicrobium	Nocardioidaceae	Propionibacteriales	Actinomycetes	Actinomycetota	Bacteria
2769067	Paramicrobacterium chengjingii	Paramicrobacterium	Microbacteriaceae	Micrococcales	Actinomycetes	Actinomycetota	Bacteria
2708079	Paramicrobacterium fandaimingii	Paramicrobacterium	Microbacteriaceae	Micrococcales	Actinomycetes	Actinomycetota	Bacteria
499555	Dietzia timorensis	Dietzia	Dietziaceae	Mycobacteriales	Actinomycetes	Actinomycetota	Bacteria
399497	Tessaracoccus flavescens	Tessaracoccus	Propionibacteriaceae	Propionibacteriales	Actinomycetes	Actinomycetota	Bacteria
2560010	Actinomyces procaprae	Actinomyces	Actinomycetaceae	Actinomycetales	Actinomycetes	Actinomycetota	Bacteria
1758689	Serinicoccus hydrothermalis	Serinicoccus	Ornithinimicrobiaceae	Micrococcales	Actinomycetes	Actinomycetota	Bacteria
1618207	Psychromicrobium lacuslunae	Psychromicrobium	Micrococcaceae	Micrococcales	Actinomycetes	Actinomycetota	Bacteria
2817475	Arthrobacter jiangjiafuii	Arthrobacter	Micrococcaceae	Micrococcales	Actinomycetes	Actinomycetota	Bacteria
2968084	Cellulomonas chengniuliangii	Cellulomonas	Cellulomonadaceae	Micrococcales	Actinomycetes	Actinomycetota	Bacteria
2909587	Microbacterium elymi	Microbacterium	Microbacteriaceae	Micrococcales	Actinomycetes	Actinomycetota	Bacteria
2932247	Leucobacter allii	Leucobacter	Microbacteriaceae	Micrococcales	Actinomycetes	Actinomycetota	Bacteria
2897774	Ruania suaedae	Ruania	Ruaniaceae	Micrococcales	Actinomycetes	Actinomycetota	Bacteria
1072463	Microbacterium lemovicicum	Microbacterium	Microbacteriaceae	Micrococcales	Actinomycetes	Actinomycetota	Bacteria
2886935	Arthrobacter caoxuetaonis	Arthrobacter	Micrococcaceae	Micrococcales	Actinomycetes	Actinomycetota	Bacteria
2593973	Ornithinimicrobium pratense	Ornithinimicrobium	Ornithinimicrobiaceae	Micrococcales	Actinomycetes	Actinomycetota	Bacteria
2506452	Corynebacterium suranareeae	Corynebacterium	Corynebacteriaceae	Mycobacteriales	Actinomycetes	Actinomycetota	Bacteria
2872154	Nocardioides coralli	Nocardioides	Nocardioidaceae	Propionibacteriales	Actinomycetes	Actinomycetota	Bacteria
2782167	Microbacterium luteum	Microbacterium	Microbacteriaceae	Micrococcales	Actinomycetes	Actinomycetota	Bacteria
1404245	Corynebacterium glyciniphilum AJ 3170	Corynebacterium	Corynebacteriaceae	Mycobacteriales	Actinomycetes	Actinomycetota	Bacteria
1784719	Leucobacter triazinivorans	Leucobacter	Microbacteriaceae	Micrococcales	Actinomycetes	Actinomycetota	Bacteria
2964616	Arthrobacter zhaoxinii	Arthrobacter	Micrococcaceae	Micrococcales	Actinomycetes	Actinomycetota	Bacteria
2886936	Arthrobacter zhangbolii	Arthrobacter	Micrococcaceae	Micrococcales	Actinomycetes	Actinomycetota	Bacteria
2017485	Brachybacterium avium	Brachybacterium	Dermabacteraceae	Micrococcales	Actinomycetes	Actinomycetota	Bacteria
2585135	Georgenia wutianyii	Georgenia	Bogoriellaceae	Micrococcales	Actinomycetes	Actinomycetota	Bacteria
2781962	Agromyces archimandritae	Agromyces	Microbacteriaceae	Micrococcales	Actinomycetes	Actinomycetota	Bacteria
2716227	Gephyromycinifex aptenodytis	Gephyromycinifex	Dermatophilaceae	Micrococcales	Actinomycetes	Actinomycetota	Bacteria
1138587	Paraoerskovia sediminicola	Paraoerskovia	Cellulomonadaceae	Micrococcales	Actinomycetes	Actinomycetota	Bacteria
2729175	Cellulomonas taurus	Cellulomonas	Cellulomonadaceae	Micrococcales	Actinomycetes	Actinomycetota	Bacteria
2585717	Agromyces laixinhei	Agromyces	Microbacteriaceae	Micrococcales	Actinomycetes	Actinomycetota	Bacteria
2057246	Acidipropionibacterium virtanenii	Acidipropionibacterium	Propionibacteriaceae	Propionibacteriales	Actinomycetes	Actinomycetota	Bacteria
2483799	Georgenia faecalis	Georgenia	Bogoriellaceae	Micrococcales	Actinomycetes	Actinomycetota	Bacteria
571915	Corynebacterium mustelae	Corynebacterium	Corynebacteriaceae	Mycobacteriales	Actinomycetes	Actinomycetota	Bacteria
1162966	Naasia aerilata	Naasia	Microbacteriaceae	Micrococcales	Actinomycetes	Actinomycetota	Bacteria
2873270	Leucobacter tenebrionis	Leucobacter	Microbacteriaceae	Micrococcales	Actinomycetes	Actinomycetota	Bacteria
1902245	Nakamurella antarctica	Nakamurella	Nakamurellaceae	Nakamurellales	Actinomycetes	Actinomycetota	Bacteria
2843215	Miltoncostaea marina	Miltoncostaea	Miltoncostaeaceae	Miltoncostaeales	Thermoleophilia	Actinomycetota	Bacteria
674079	Marisediminicola antarctica	Marisediminicola	Microbacteriaceae	Micrococcales	Actinomycetes	Actinomycetota	Bacteria
2932245	Leucobacter rhizosphaerae	Leucobacter	Microbacteriaceae	Micrococcales	Actinomycetes	Actinomycetota	Bacteria
2614638	Microbacterium caowuchunii	Microbacterium	Microbacteriaceae	Micrococcales	Actinomycetes	Actinomycetota	Bacteria
2597659	Gordonia zhaorongruii	Gordonia	Gordoniaceae	Mycobacteriales	Actinomycetes	Actinomycetota	Bacteria
2714933	Leucobacter coleopterorum	Leucobacter	Microbacteriaceae	Micrococcales	Actinomycetes	Actinomycetota	Bacteria
1935379	Leucobacter muris	Leucobacter	Microbacteriaceae	Micrococcales	Actinomycetes	Actinomycetota	Bacteria
3041175	Brooklawnia propionicigenes	Brooklawnia	Propionibacteriaceae	Propionibacteriales	Actinomycetes	Actinomycetota	Bacteria
2829499	Tessaracoccus palaemonis	Tessaracoccus	Propionibacteriaceae	Propionibacteriales	Actinomycetes	Actinomycetota	Bacteria
1389020	Agromyces marinus	Agromyces	Microbacteriaceae	Micrococcales	Actinomycetes	Actinomycetota	Bacteria
2859226	Mycetocola spongiae	Mycetocola	Microbacteriaceae	Micrococcales	Actinomycetes	Actinomycetota	Bacteria
2755559	Actinomyces capricornis	Actinomyces	Actinomycetaceae	Actinomycetales	Actinomycetes	Actinomycetota	Bacteria
683047	Microbacterium suwonense	Microbacterium	Microbacteriaceae	Micrococcales	Actinomycetes	Actinomycetota	Bacteria
2079792	Mycetocola zhujimingii	Mycetocola	Microbacteriaceae	Micrococcales	Actinomycetes	Actinomycetota	Bacteria
52771	Actinomyces howellii	Actinomyces	Actinomycetaceae	Actinomycetales	Actinomycetes	Actinomycetota	Bacteria
2968086	Aeromicrobium duanguangcaii	Aeromicrobium	Nocardioidaceae	Propionibacteriales	Actinomycetes	Actinomycetota	Bacteria
2675219	Corynebacterium occultum	Corynebacterium	Corynebacteriaceae	Mycobacteriales	Actinomycetes	Actinomycetota	Bacteria
2057743	Actinomyces wuliandei	Actinomyces	Actinomycetaceae	Actinomycetales	Actinomycetes	Actinomycetota	Bacteria
2768071	Clavibacter zhangzhiyongii	Clavibacter	Microbacteriaceae	Micrococcales	Actinomycetes	Actinomycetota	Bacteria
394964	Corynebacterium hansenii	Corynebacterium	Corynebacteriaceae	Mycobacteriales	Actinomycetes	Actinomycetota	Bacteria
2419774	Protaetiibacter intestinalis	Protaetiibacter	Microbacteriaceae	Micrococcales	Actinomycetes	Actinomycetota	Bacteria
2080742	Agromyces badenianii	Agromyces	Microbacteriaceae	Micrococcales	Actinomycetes	Actinomycetota	Bacteria
111015	Actinomyces radicidentis	Actinomyces	Actinomycetaceae	Actinomycetales	Actinomycetes	Actinomycetota	Bacteria
1652495	Corynebacterium crudilactis	Corynebacterium	Corynebacteriaceae	Mycobacteriales	Actinomycetes	Actinomycetota	Bacteria
679663	Corynebacterium canis	Corynebacterium	Corynebacteriaceae	Mycobacteriales	Actinomycetes	Actinomycetota	Bacteria
119981	Propionibacterium australiense	Propionibacterium	Propionibacteriaceae	Propionibacteriales	Actinomycetes	Actinomycetota	Bacteria
1758466	Corynebacterium faecale	Corynebacterium	Corynebacteriaceae	Mycobacteriales	Actinomycetes	Actinomycetota	Bacteria
1862358	Corynebacterium choanae	Corynebacterium	Corynebacteriaceae	Mycobacteriales	Actinomycetes	Actinomycetota	Bacteria
931089	Corynebacterium deserti GIMN1.010	Corynebacterium	Corynebacteriaceae	Mycobacteriales	Actinomycetes	Actinomycetota	Bacteria
1804624	Nocardioides baekrokdamisoli	Nocardioides	Nocardioidaceae	Propionibacteriales	Actinomycetes	Actinomycetota	Bacteria
472569	Devriesea agamarum	Devriesea	Dermabacteraceae	Micrococcales	Actinomycetes	Actinomycetota	Bacteria
1431546	Corynebacterium aquilae DSM 44791	Corynebacterium	Corynebacteriaceae	Mycobacteriales	Actinomycetes	Actinomycetota	Bacteria
1765219	Bifidobacterium eulemuris	Bifidobacterium	Bifidobacteriaceae	Bifidobacteriales	Actinomycetes	Actinomycetota	Bacteria
2714934	Leucobacter insecticola	Leucobacter	Microbacteriaceae	Micrococcales	Actinomycetes	Actinomycetota	Bacteria
2744574	Actinomyces respiraculi	Actinomyces	Actinomycetaceae	Actinomycetales	Actinomycetes	Actinomycetota	Bacteria
2707299	Adlercreutzia hattorii	Adlercreutzia	Eggerthellaceae	Eggerthellales	Coriobacteriia	Actinomycetota	Bacteria
2880260	Antiquaquibacter oligotrophicus	Antiquaquibacter	Microbacteriaceae	Micrococcales	Actinomycetes	Actinomycetota	Bacteria
3049801	Corynebacterium suedekumii	Corynebacterium	Corynebacteriaceae	Mycobacteriales	Actinomycetes	Actinomycetota	Bacteria
2051957	Rubrobacter indicoceani	Rubrobacter	Rubrobacteraceae	Rubrobacterales	Rubrobacteria	Actinomycetota	Bacteria
2496867	Flaviflexus ciconiae	Flaviflexus	Actinomycetaceae	Actinomycetales	Actinomycetes	Actinomycetota	Bacteria
161899	Corynebacterium singulare	Corynebacterium	Corynebacteriaceae	Mycobacteriales	Actinomycetes	Actinomycetota	Bacteria
2675218	Corynebacterium comes	Corynebacterium	Corynebacteriaceae	Mycobacteriales	Actinomycetes	Actinomycetota	Bacteria
3079935	Microbacterium limosum	Microbacterium	Microbacteriaceae	Micrococcales	Actinomycetes	Actinomycetota	Bacteria
161895	Corynebacterium phocae	Corynebacterium	Corynebacteriaceae	Mycobacteriales	Actinomycetes	Actinomycetota	Bacteria
1408189	Corynebacterium lactis RW2-5	Corynebacterium	Corynebacteriaceae	Mycobacteriales	Actinomycetes	Actinomycetota	Bacteria
2161816	Tessaracoccus timonensis	Tessaracoccus	Propionibacteriaceae	Propionibacteriales	Actinomycetes	Actinomycetota	Bacteria
136857	Corynebacterium testudinoris	Corynebacterium	Corynebacteriaceae	Mycobacteriales	Actinomycetes	Actinomycetota	Bacteria
1336740	Corynebacterium atrinae	Corynebacterium	Corynebacteriaceae	Mycobacteriales	Actinomycetes	Actinomycetota	Bacteria
2994971	Microcella daejeonensis	Microcella	Microbacteriaceae	Micrococcales	Actinomycetes	Actinomycetota	Bacteria
1930058	Demequina sediminis	Demequina	Demequinaceae	Micrococcales	Actinomycetes	Actinomycetota	Bacteria
1548602	Nesterenkonia pannonica	Nesterenkonia	Micrococcaceae	Micrococcales	Actinomycetes	Actinomycetota	Bacteria
2722820	Actinomyces faecalis	Actinomyces	Actinomycetaceae	Actinomycetales	Actinomycetes	Actinomycetota	Bacteria
1050174	Corynebacterium epidermidicanis	Corynebacterium	Corynebacteriaceae	Mycobacteriales	Actinomycetes	Actinomycetota	Bacteria
2963406	Microcella humidisoli	Microcella	Microbacteriaceae	Micrococcales	Actinomycetes	Actinomycetota	Bacteria
2856555	Micrococcus porci	Micrococcus	Micrococcaceae	Micrococcales	Actinomycetes	Actinomycetota	Bacteria
1804990	Microcella flavibacter	Microcella	Microbacteriaceae	Micrococcales	Actinomycetes	Actinomycetota	Bacteria
2684405	Corynebacterium poyangense	Corynebacterium	Corynebacteriaceae	Mycobacteriales	Actinomycetes	Actinomycetota	Bacteria
1282737	Flaviflexus salsibiostraticola	Flaviflexus	Actinomycetaceae	Actinomycetales	Actinomycetes	Actinomycetota	Bacteria
2709394	Corynebacterium lizhenjunii	Corynebacterium	Corynebacteriaceae	Mycobacteriales	Actinomycetes	Actinomycetota	Bacteria
1437874	Corynebacterium sphenisci DSM 44792	Corynebacterium	Corynebacteriaceae	Mycobacteriales	Actinomycetes	Actinomycetota	Bacteria
2750620	Microcella indica	Microcella	Microbacteriaceae	Micrococcales	Actinomycetes	Actinomycetota	Bacteria
3049799	Corynebacterium breve	Corynebacterium	Corynebacteriaceae	Mycobacteriales	Actinomycetes	Actinomycetota	Bacteria
156978	Corynebacterium imitans	Corynebacterium	Corynebacteriaceae	Mycobacteriales	Actinomycetes	Actinomycetota	Bacteria
675090	Actinomyces weissii	Actinomyces	Actinomycetaceae	Actinomycetales	Actinomycetes	Actinomycetota	Bacteria
2592654	Protaetiibacter larvae	Protaetiibacter	Microbacteriaceae	Micrococcales	Actinomycetes	Actinomycetota	Bacteria
2810535	Microbacterium neungamense	Microbacterium	Microbacteriaceae	Micrococcales	Actinomycetes	Actinomycetota	Bacteria
2883169	Corynebacterium uberis	Corynebacterium	Corynebacteriaceae	Mycobacteriales	Actinomycetes	Actinomycetota	Bacteria
2763540	Actinomyces trachealis	Actinomyces	Actinomycetaceae	Actinomycetales	Actinomycetes	Actinomycetota	Bacteria
2080740	Corynebacterium yudongzhengii	Corynebacterium	Corynebacteriaceae	Mycobacteriales	Actinomycetes	Actinomycetota	Bacteria
2675216	Corynebacterium kalinowskii	Corynebacterium	Corynebacteriaceae	Mycobacteriales	Actinomycetes	Actinomycetota	Bacteria
3016342	Cutibacterium equinum	Cutibacterium	Propionibacteriaceae	Propionibacteriales	Actinomycetes	Actinomycetota	Bacteria
71254	Corynebacterium confusum	Corynebacterium	Corynebacteriaceae	Mycobacteriales	Actinomycetes	Actinomycetota	Bacteria
2488819	Corynebacterium endometrii	Corynebacterium	Corynebacteriaceae	Mycobacteriales	Actinomycetes	Actinomycetota	Bacteria
44750	Corynebacterium auris	Corynebacterium	Corynebacteriaceae	Mycobacteriales	Actinomycetes	Actinomycetota	Bacteria
2737173	Actinomyces marmotae	Actinomyces	Actinomycetaceae	Actinomycetales	Actinomycetes	Actinomycetota	Bacteria
1072256	Corynebacterium uterequi	Corynebacterium	Corynebacteriaceae	Mycobacteriales	Actinomycetes	Actinomycetota	Bacteria
683042	Leucobacter denitrificans	Leucobacter	Microbacteriaceae	Micrococcales	Actinomycetes	Actinomycetota	Bacteria
1630135	Dermabacter vaginalis	Dermabacter	Dermabacteraceae	Micrococcales	Actinomycetes	Actinomycetota	Bacteria
1852390	Corynebacterium fournieri	Corynebacterium	Corynebacteriaceae	Mycobacteriales	Actinomycetes	Actinomycetota	Bacteria
1471400	Corynebacterium pelargi	Corynebacterium	Corynebacteriaceae	Mycobacteriales	Actinomycetes	Actinomycetota	Bacteria
2594913	Corynebacterium sanguinis	Corynebacterium	Corynebacteriaceae	Mycobacteriales	Actinomycetes	Actinomycetota	Bacteria
2079535	Corynebacterium liangguodongii	Corynebacterium	Corynebacteriaceae	Mycobacteriales	Actinomycetes	Actinomycetota	Bacteria
35755	Corynebacterium kutscheri	Corynebacterium	Corynebacteriaceae	Mycobacteriales	Actinomycetes	Actinomycetota	Bacteria
2080757	Corynebacterium pseudopelargi	Corynebacterium	Corynebacteriaceae	Mycobacteriales	Actinomycetes	Actinomycetota	Bacteria
2758573	Flaviflexus equikiangi	Flaviflexus	Actinomycetaceae	Actinomycetales	Actinomycetes	Actinomycetota	Bacteria
2763010	Corynebacterium lujinxingii	Corynebacterium	Corynebacteriaceae	Mycobacteriales	Actinomycetes	Actinomycetota	Bacteria
191610	Corynebacterium atypicum	Corynebacterium	Corynebacteriaceae	Mycobacteriales	Actinomycetes	Actinomycetota	Bacteria
401472	Corynebacterium ureicelerivorans	Corynebacterium	Corynebacteriaceae	Mycobacteriales	Actinomycetes	Actinomycetota	Bacteria
2079234	Corynebacterium gerontici	Corynebacterium	Corynebacteriaceae	Mycobacteriales	Actinomycetes	Actinomycetota	Bacteria
2811781	Varibaculum prostatecancerukia	Varibaculum	Actinomycetaceae	Actinomycetales	Actinomycetes	Actinomycetota	Bacteria
2684406	Corynebacterium anserum	Corynebacterium	Corynebacteriaceae	Mycobacteriales	Actinomycetes	Actinomycetota	Bacteria
1912795	Boudabousia tangfeifanii	Boudabousia	Actinomycetaceae	Actinomycetales	Actinomycetes	Actinomycetota	Bacteria
2768834	Corynebacterium zhongnanshanii	Corynebacterium	Corynebacteriaceae	Mycobacteriales	Actinomycetes	Actinomycetota	Bacteria
2709392	Corynebacterium qintianiae	Corynebacterium	Corynebacteriaceae	Mycobacteriales	Actinomycetes	Actinomycetota	Bacteria
1805478	Olsenella timonensis	Olsenella	Atopobiaceae	Coriobacteriales	Coriobacteriia	Actinomycetota	Bacteria
2779519	Thermophilibacter immobilis	Thermophilibacter	Atopobiaceae	Coriobacteriales	Coriobacteriia	Actinomycetota	Bacteria
312285	Trueperella bialowiezensis	Trueperella	Actinomycetaceae	Actinomycetales	Actinomycetes	Actinomycetota	Bacteria
52773	Schaalia meyeri	Schaalia	Actinomycetaceae	Actinomycetales	Actinomycetes	Actinomycetota	Bacteria
1871034	Vaginimicrobium propionicum	Vaginimicrobium	Propionibacteriaceae	Propionibacteriales	Actinomycetes	Actinomycetota	Bacteria
2894156	Leptogranulimonas caecicola	Leptogranulimonas	Kribbibacteriaceae	Coriobacteriales	Coriobacteriia	Actinomycetota	Bacteria
1302235	Arcanobacterium phocisimile	Arcanobacterium	Actinomycetaceae	Actinomycetales	Actinomycetes	Actinomycetota	Bacteria
1531429	Berryella intestinalis	Berryella	Eggerthellaceae	Eggerthellales	Coriobacteriia	Actinomycetota	Bacteria
1503041	Arcanobacterium pinnipediorum	Arcanobacterium	Actinomycetaceae	Actinomycetales	Actinomycetes	Actinomycetota	Bacteria
2722751	Arcanobacterium buesumense	Arcanobacterium	Actinomycetaceae	Actinomycetales	Actinomycetes	Actinomycetota	Bacteria
2932182	Bombiscardovia apis	Bombiscardovia	Bifidobacteriaceae	Bifidobacteriales	Actinomycetes	Actinomycetota	Bacteria
1852377	Actinomyces pacaensis	Actinomyces	Actinomycetaceae	Actinomycetales	Actinomycetes	Actinomycetota	Bacteria
999183	Arcanobacterium canis	Arcanobacterium	Actinomycetaceae	Actinomycetales	Actinomycetes	Actinomycetota	Bacteria
1528099	Lawsonella clevelandensis	Lawsonella	Lawsonellaceae	Mycobacteriales	Actinomycetes	Actinomycetota	Bacteria
2003188	Parolsenella catena	Parolsenella	Atopobiaceae	Coriobacteriales	Coriobacteriia	Actinomycetota	Bacteria
1159327	Pontimonas salivibrio	Pontimonas	Microbacteriaceae	Micrococcales	Actinomycetes	Actinomycetota	Bacteria
1944646	Phoenicibacter congonensis	Phoenicibacter	Eggerthellaceae	Eggerthellales	Coriobacteriia	Actinomycetota	Bacteria
2499157	Aquiluna borgnonia	Aquiluna	Microbacteriaceae	Micrococcales	Actinomycetes	Actinomycetota	Bacteria
199592	Microbacterium paraoxydans	Microbacterium	Microbacteriaceae	Micrococcales	Actinomycetes	Actinomycetota	Bacteria
113562	Actinoplanes derwentensis	Actinoplanes	Micromonosporaceae	Micromonosporales	Actinomycetes	Actinomycetota	Bacteria
419479	Jiangella alkaliphila	Jiangella	Jiangellaceae	Jiangellales	Actinomycetes	Actinomycetota	Bacteria
291594	Micromonospora rifamycinica	Micromonospora	Micromonosporaceae	Micromonosporales	Actinomycetes	Actinomycetota	Bacteria
47858	Micromonospora echinofusca	Micromonospora	Micromonosporaceae	Micromonosporales	Actinomycetes	Actinomycetota	Bacteria
412690	Microterricola viridarii	Microterricola	Microbacteriaceae	Micrococcales	Actinomycetes	Actinomycetota	Bacteria
1775880	Glutamicibacter mishrai	Glutamicibacter	Micrococcaceae	Micrococcales	Actinomycetes	Actinomycetota	Bacteria
743009	Microbacterium oryzae	Microbacterium	Microbacteriaceae	Micrococcales	Actinomycetes	Actinomycetota	Bacteria
388357	Kocuria turfanensis	Kocuria	Micrococcaceae	Micrococcales	Actinomycetes	Actinomycetota	Bacteria
38302	Corynebacterium mycetoides	Corynebacterium	Corynebacteriaceae	Mycobacteriales	Actinomycetes	Actinomycetota	Bacteria
131112	Arcanobacterium phocae	Arcanobacterium	Actinomycetaceae	Actinomycetales	Actinomycetes	Actinomycetota	Bacteria
370526	Mycolicibacterium rutilum	Mycolicibacterium	Mycobacteriaceae	Mycobacteriales	Actinomycetes	Actinomycetota	Bacteria
762210	Bifidobacterium saguini	Bifidobacterium	Bifidobacteriaceae	Bifidobacteriales	Actinomycetes	Actinomycetota	Bacteria
261654	Micromonospora auratinigra	Micromonospora	Micromonosporaceae	Micromonosporales	Actinomycetes	Actinomycetota	Bacteria
47872	Micromonospora purpureochromogenes	Micromonospora	Micromonosporaceae	Micromonosporales	Actinomycetes	Actinomycetota	Bacteria
589382	Agromyces flavus	Agromyces	Microbacteriaceae	Micrococcales	Actinomycetes	Actinomycetota	Bacteria
1736691	Aeromicrobium choanae	Aeromicrobium	Nocardioidaceae	Propionibacteriales	Actinomycetes	Actinomycetota	Bacteria
545619	Paraoerskovia marina	Paraoerskovia	Cellulomonadaceae	Micrococcales	Actinomycetes	Actinomycetota	Bacteria
699041	Corynebacterium hindlerae	Corynebacterium	Corynebacteriaceae	Mycobacteriales	Actinomycetes	Actinomycetota	Bacteria
604330	Parafannyhessea umbonata	Parafannyhessea	Atopobiaceae	Coriobacteriales	Coriobacteriia	Actinomycetota	Bacteria
2734634	Berryella wangjianweii	Berryella	Eggerthellaceae	Eggerthellales	Coriobacteriia	Actinomycetota	Bacteria
436397	Streptomyces sudanensis	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacteria
178339	Pauljensenia hongkongensis	Pauljensenia	Actinomycetaceae	Actinomycetales	Actinomycetes	Actinomycetota	Bacteria
1214101	Streptomyces davaonensis JCM 4913	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacteria
211114	Allokutzneria albata	Allokutzneria	Pseudonocardiaceae	Pseudonocardiales	Actinomycetes	Actinomycetota	Bacteria
2382165	Nocardia yunnanensis	Nocardia	Nocardiaceae	Mycobacteriales	Actinomycetes	Actinomycetota	Bacteria
47857	Micromonospora echinaurantiaca	Micromonospora	Micromonosporaceae	Micromonosporales	Actinomycetes	Actinomycetota	Bacteria
307121	Micromonospora krabiensis	Micromonospora	Micromonosporaceae	Micromonosporales	Actinomycetes	Actinomycetota	Bacteria
1881	Micromonospora viridifaciens	Micromonospora	Micromonosporaceae	Micromonosporales	Actinomycetes	Actinomycetota	Bacteria
285665	Micromonospora coriariae	Micromonospora	Micromonosporaceae	Micromonosporales	Actinomycetes	Actinomycetota	Bacteria
356851	Micromonospora chokoriensis	Micromonospora	Micromonosporaceae	Micromonosporales	Actinomycetes	Actinomycetota	Bacteria
356852	Micromonospora coxensis	Micromonospora	Micromonosporaceae	Micromonosporales	Actinomycetes	Actinomycetota	Bacteria
630515	Microlunatus soli	Microlunatus	Propionibacteriaceae	Propionibacteriales	Actinomycetes	Actinomycetota	Bacteria
47865	Micromonospora inositola	Micromonospora	Micromonosporaceae	Micromonosporales	Actinomycetes	Actinomycetota	Bacteria
299146	Micromonospora narathiwatensis	Micromonospora	Micromonosporaceae	Micromonosporales	Actinomycetes	Actinomycetota	Bacteria
117157	Actinopolymorpha singaporensis	Actinopolymorpha	Actinopolymorphaceae	Propionibacteriales	Actinomycetes	Actinomycetota	Bacteria
299152	Micromonospora siamensis	Micromonospora	Micromonosporaceae	Micromonosporales	Actinomycetes	Actinomycetota	Bacteria
2014920	Streptomyces capitiformicae	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacteria
2908642	Solicola gregarius	Solicola	Nocardioidaceae	Propionibacteriales	Actinomycetes	Actinomycetota	Bacteria
546871	Friedmanniella luteola	Friedmanniella	Nocardioidaceae	Propionibacteriales	Actinomycetes	Actinomycetota	Bacteria
675864	Auraticoccus monumenti	Auraticoccus	Propionibacteriaceae	Propionibacteriales	Actinomycetes	Actinomycetota	Bacteria
728066	Pseudarthrobacter equi	Pseudarthrobacter	Micrococcaceae	Micrococcales	Actinomycetes	Actinomycetota	Bacteria
629680	Brevibacterium sandarakinum	Brevibacterium	Brevibacteriaceae	Micrococcales	Actinomycetes	Actinomycetota	Bacteria
546874	Microlunatus sagamiharensis	Microlunatus	Propionibacteriaceae	Propionibacteriales	Actinomycetes	Actinomycetota	Bacteria
642780	Nocardioides scoriae	Nocardioides	Nocardioidaceae	Propionibacteriales	Actinomycetes	Actinomycetota	Bacteria
1136497	Brevibacterium siliguriense	Brevibacterium	Brevibacteriaceae	Micrococcales	Actinomycetes	Actinomycetota	Bacteria
443156	Pedococcus dokdonensis	Pedococcus	Intrasporangiaceae	Micrococcales	Actinomycetes	Actinomycetota	Bacteria
2592652	Agromyces intestinalis	Agromyces	Microbacteriaceae	Micrococcales	Actinomycetes	Actinomycetota	Bacteria
370764	Microbacterium pygmaeum	Microbacterium	Microbacteriaceae	Micrococcales	Actinomycetes	Actinomycetota	Bacteria
399736	Agrococcus jejuensis	Agrococcus	Microbacteriaceae	Micrococcales	Actinomycetes	Actinomycetota	Bacteria
2321394	Actinomyces lilanjuaniae	Actinomyces	Actinomycetaceae	Actinomycetales	Actinomycetes	Actinomycetota	Bacteria
684552	Agrococcus carbonis	Agrococcus	Microbacteriaceae	Micrococcales	Actinomycetes	Actinomycetota	Bacteria
2020965	Bifidobacterium imperatoris	Bifidobacterium	Bifidobacteriaceae	Bifidobacteriales	Actinomycetes	Actinomycetota	Bacteria
2754725	Corynebacterium incognita	Corynebacterium	Corynebacteriaceae	Mycobacteriales	Actinomycetes	Actinomycetota	Bacteria
2851642	Microbacterium aurugineum	Microbacterium	Microbacteriaceae	Micrococcales	Actinomycetes	Actinomycetota	Bacteria
83291	Streptomyces armeniacus	Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota	Bacteria
